,gene,chr,start,end
11353,Gm8579,chr6,3288518,3317019
11354,Gm8624,chr11,117420636,117421717
11355,Gm8653,chr7,22200340,22201264
11356,Gm8660,chr7,22370121,22371039
11357,Gm867,chr10,75937722,75940672
11358,Gm8677,chr7,22533963,22534887
11359,Gm8693,chr7,22691396,22692317
11360,Gm8705,chr15,38243159,38244976
11361,Gm8720,chr7,23066532,23067456
11362,Gm8764,chr10,104160005,104162473
11363,Gm8765,chr13,50698311,50703435
11364,Gm8773,chr5,5573798,5576203
11365,Gm8797,chr3,5750805,5751295
11366,Gm8817,chrX,167063193,167070380
11367,Gm884,chr11,103534576,103621140
11368,Gm8883,chr1,71888111,71891204
11369,Gm8888,chr15,96766760,96767141
11370,Gm8909,chr17,36164442,36168537
11371,Gm8914,chrX,91480125,91481160
11372,Gm8923,chr2,175469984,175482171
11373,Gm8973,chr15,99006055,99006370
11374,Gm8994,chr6,136327538,136329983
11375,Gm9,chrX,37209347,37211041
11376,Gm9008,chr6,76495431,76497784
11377,Gm9017,chr16,60604765,60611236
11378,Gm904,chr13,50643227,50650271
11379,Gm9047,chr6,29471436,29473465
11380,Gm906,chr13,50245180,50250308
11381,Gm9112,chrX,102706889,102707635
11382,Gm9117,chr3,93936632,93943543
11383,Gm9125,chr3,94047980,94054885
11384,Gm9242,chr16,97490046,97491120
11385,Gm9257,chr12,19606928,19607264
11386,Gm9312,chr12,24251845,24252181
11387,Gm933,chr16,32804759,32810477
11388,Gm9376,chr14,118266959,118267688
11389,Gm94,chr18,43777195,43792878
11390,Gm9476,chr10,100306570,100307185
11391,Gm9493,chr19,23619741,23620320
11392,Gm9507,chr10,77810966,77811845
11393,Gm9513,chr9,36475637,36477212
11394,Gm9530,chr1,155063446,155083266
11395,Gm960,chr19,4625840,4698668
11396,Gm9637,chr14,19401726,19402599
11397,Gm9696,chr3,59952308,59973594
11398,Gm9725,chr8,81013575,81061195
11399,Gm9726,chr12,93927003,93929102
11400,Gm973,chr1,59516263,59636417
11401,Gm9733,chr3,15296550,15332302
11402,Gm9745,chr13,8941574,8948231
11403,Gm9747,chr1,82233111,82235933
11404,Gm9748,chr14,79769907,79772743
11405,Gm9750,chr19,9135156,9279175
11406,Gm9752,chr13,119473803,119476761
11407,Gm9754,chr5,118065359,118069710
11408,Gm9755,chr8,67513999,67515606
11409,Gm9758,chr5,14910121,14914899
11410,Gm9767,chr10,26078254,26079447
11411,Gm9774,chr3,92428031,92429423
11412,Gm9776,chr13,94355838,94358818
11413,Gm9780,chr14,26027281,26042711
11414,Gm9789,chr16,89157951,89158348
11415,Gm9797,chr10,11609256,11610438
11416,Gm9803,chr10,43524101,43524617
11417,Gm9804,chr12,49401276,49401837
11418,Gm9805,chr17,22689770,22689941
11419,Gm9817,chr13,45078691,45081222
11420,Gm9821,chr2,91945702,91947655
11421,Gm9828,chr13,98316421,98324415
11422,Gm9830,chr9,44464242,44464602
11423,Gm9833,chr3,10088109,10092565
11424,Gm9837,chr11,53469748,53470479
11425,Gm9843,chr16,76403208,76403712
11426,Gm9844,chr7,24862212,24862697
11427,Gm9847,chr12,14494560,14495157
11428,Gm9857,chr3,108940052,108940445
11429,Gm9866,chr12,27140795,27160633
11430,Gm9871,chr6,101774248,101801982
11431,Gm9881,chr16,91168196,91171401
11432,Gm9887,chr12,69371834,69372458
11433,Gm9888,chr9,114780099,114782257
11434,Gm9898,chr1,30718559,30719962
11435,Gm9899,chr5,30573986,30588619
11436,Gm9903,chr5,33629924,33632092
11437,Gm9913,chr2,125505088,125507881
11438,Gm9917,chr9,107558808,107568415
11439,Gm9918,chr15,102270562,102274121
11440,Gm9920,chr15,55099916,55113677
11441,Gm9921,chr12,45437180,45441698
11442,Gm9922,chr14,101729379,101729814
11443,Gm9923,chr10,72309224,72311848
11444,Gm9925,chr18,74065101,74065584
11445,Gm9929,chr1,170868644,170881721
11446,Gm9930,chr10,9532530,9535681
11447,Gm9932,chr5,100196610,100200724
11448,Gm9934,chr7,93052080,93081027
11449,Gm9936,chr5,114855757,114858682
11450,Gm9938,chr19,23723278,23725034
11451,Gm9944,chr4,144453008,144453317
11452,Gm9945,chr11,53480165,53481097
11453,Gm9946,chr6,117559696,117572329
11454,Gm9949,chr18,62180125,62184405
11455,Gm9951,chr8,34049261,34057046
11456,Gm9955,chr18,24709039,24709348
11457,Gm9956,chr10,56745133,56748254
11458,Gm9958,chr5,90367203,90368487
11459,Gm996,chr2,25575415,25581757
11460,Gm9961,chr16,11901362,11930600
11461,Gm9962,chr7,57387271,57409941
11462,Gm9964,chr11,79296178,79296906
11463,Gm9968,chr16,43345886,43363666
11464,Gm9970,chr5,31240674,31241232
11465,Gm9972,chr11,43035745,43037278
11466,Gm9978,chr10,78484569,78487842
11467,Gm9979,chr13,40704004,40707949
11468,Gm9991,chr1,90675160,90679793
11469,Gm9992,chr17,7363711,7385305
11470,Gm9994,chr1,93918310,93942650
11471,Gm9996,chr10,29143281,29144194
11472,Gm9999,chr7,46983579,46987803
11473,Gmcl1,chr6,86691767,86733383
11474,Gmcl1l,chrX,32560054,32562009
11475,Gmds,chr13,31819578,32338712
11476,Gmeb1,chr4,132221024,132261602
11477,Gmeb2,chr2,181251448,181288035
11478,Gmfb,chr14,46808148,46822242
11479,Gmfg,chr7,28437446,28448233
11480,Gmip,chr8,69808678,69821870
11481,Gml,chr15,74813451,74818815
11482,Gml2,chr15,74819070,74834871
11483,Gmnc,chr16,26957235,26989974
11484,Gmnn,chr13,24751844,24761923
11485,Gmppa,chr1,75435929,75443179
11486,Gmppb,chr9,108049241,108052801
11487,Gmpr,chr13,45507443,45546382
11488,Gmpr2,chr14,55672234,55678750
11489,Gmps,chr3,63976105,64022579
11490,Gna11,chr10,81528723,81545190
11491,Gna12,chr5,140758407,140830431
11492,Gna13,chr11,109362830,109401369
11493,Gna14,chr19,16435666,16610818
11494,Gna15,chr10,81502305,81524225
11495,Gnai1,chr5,18265134,18360355
11496,Gnai2,chr9,107614124,107635367
11497,Gnai3,chr3,108107279,108146146
11498,Gnal,chr18,67088335,67226792
11499,Gnao1,chr8,93809965,93969388
11500,Gnaq,chr19,16132830,16387463
11501,Gnas,chr2,174284319,174346744
11502,Gnat1,chr9,107674473,107679712
11503,Gnat2,chr3,108092788,108101432
11504,Gnat3,chr5,17962548,18019834
11505,Gnaz,chr10,74967176,75016907
11506,Gnb1,chr4,155491360,155559269
11507,Gnb1l,chr16,18498767,18566679
11508,Gnb2,chr5,137528126,137533510
11509,Gnb3,chr6,124834239,124840275
11510,Gnb4,chr3,32580331,32616585
11511,Gnb5,chr9,75311394,75344964
11512,Gne,chr4,44034074,44084177
11513,Gng10,chr4,59035087,59041903
11514,Gng11,chr6,4003903,4008445
11515,Gng12,chr6,66896396,67021350
11516,Gng13,chr17,25717170,25719406
11517,Gng2,chr14,19872558,19977627
11518,Gng3,chr19,8836928,8839246
11519,Gng4,chr13,13784058,13827897
11520,Gng5,chr3,146499806,146505572
11521,Gng7,chr10,80948623,81014945
11522,Gng8,chr7,16891785,16895436
11523,Gngt1,chr6,3993791,3997436
11524,Gngt2,chr11,95837215,95845734
11525,Gnl1,chr17,35979850,35989462
11526,Gnl2,chr4,125016584,125055380
11527,Gnl3,chr14,31012433,31019089
11528,Gnl3l,chrX,150983140,151017322
11529,Gnmt,chr17,46725663,46729168
11530,Gnpat,chr8,124863032,124890057
11531,Gnpda1,chr18,38327557,38339003
11532,Gnpda2,chr5,69573107,69592340
11533,Gnpnat1,chr14,45376333,45388802
11534,Gnptab,chr10,88379131,88447329
11535,Gnptg,chr17,25233330,25240124
11536,Gnrh1,chr14,67745228,67749435
11537,Gnrhr,chr5,86180753,86197901
11538,Gns,chr10,121365089,121397245
11539,Golga1,chr2,39016154,39065541
11540,Golga2,chr2,32287383,32307921
11541,Golga3,chr5,110176700,110226470
11542,Golga4,chr9,118506317,118582522
11543,Golga5,chr12,102469133,102497902
11544,Golga7,chr8,23241345,23257074
11545,Golga7b,chr19,42247573,42270348
11546,Golgb1,chr16,36875139,36933085
11547,Golim4,chr3,75875083,75956949
11548,Golm1,chr13,59634995,59675784
11549,Golph3,chr15,12321495,12351265
11550,Golph3l,chr3,95588933,95619247
11551,Golt1a,chr1,133309799,133323026
11552,Golt1b,chr6,142387220,142403858
11553,Gon4l,chr3,88835230,88910103
11554,Gopc,chr10,52337023,52382124
11555,Gorab,chr1,163384907,163403669
11556,Gorasp1,chr9,119925672,119937558
11557,Gorasp2,chr2,70661575,70712636
11558,Gosr1,chr11,76726601,76763579
11559,Gosr2,chr11,103676848,103697898
11560,Got1,chr19,43499751,43524605
11561,Got1l1,chr8,27197458,27223828
11562,Got2,chr8,95864133,95888547
11563,Gp1ba,chr11,70639121,70642036
11564,Gp1bb,chr16,18620318,18622403
11565,Gp2,chr7,119442536,119459285
11566,Gp5,chr16,30307685,30310779
11567,Gp6,chr7,4363964,4397744
11568,Gp9,chr6,87778071,87779768
11569,Gpa33,chr1,166130237,166166510
11570,Gpaa1,chr15,76331230,76334907
11571,Gpalpp1,chr14,76086231,76110815
11572,Gpam,chr19,55069733,55099451
11573,Gpank1,chr17,35121454,35124814
11574,Gpat4,chr8,23171264,23208346
11575,Gpatch1,chr7,35276535,35318440
11576,Gpatch11,chr17,78835515,78848299
11577,Gpatch2,chr1,187215507,187351704
11578,Gpatch2l,chr12,86241889,86291414
11579,Gpatch3,chr4,133574744,133584243
11580,Gpatch4,chr3,88043107,88055993
11581,Gpatch8,chr11,102475914,102556392
11582,Gpbar1,chr1,74278549,74279624
11583,Gpbp1,chr13,111425679,111490111
11584,Gpbp1l1,chr4,116557657,116593882
11585,Gpc1,chr1,92831644,92860779
11586,Gpc2,chr5,138273654,138280005
11587,Gpc3,chrX,52272425,52613950
11588,Gpc4,chrX,52053020,52165252
11589,Gpc5,chr14,115092214,116525179
11590,Gpc6,chr14,116925296,117979529
11591,Gpcpd1,chr2,132529081,132587729
11592,Gpd1,chr15,99717514,99725005
11593,Gpd1l,chr9,114899340,114933987
11594,Gpd2,chr2,57237634,57370719
11595,Gper1,chr5,139423150,139427800
11596,Gpha2,chr19,6226379,6227768
11597,Gphb5,chr12,75411719,75416781
11598,Gphn,chr12,78226654,78684767
11599,Gpi1,chr7,34201329,34230336
11600,Gpihbp1,chr15,75596627,75599481
11601,Gpkow,chrX,7697130,7710262
11602,Gpm6a,chr8,54954842,55060871
11603,Gpm6b,chrX,166238910,166388988
11604,Gpn1,chr5,31494740,31512904
11605,Gpn2,chr4,133584361,133591735
11606,Gpn3,chr5,122371875,122382902
11607,Gpnmb,chr6,49036545,49070929
11608,Gpr1,chr1,63182690,63214543
11609,Gpr101,chrX,57496667,57503757
11610,Gpr107,chr2,31152315,31218775
11611,Gpr108,chr17,57234913,57247641
11612,Gpr119,chrX,48667978,48674478
11613,Gpr12,chr5,146582397,146585239
11614,Gpr132,chr12,112850875,112860916
11615,Gpr135,chr12,72069617,72070991
11616,Gpr137,chr19,6938068,6942450
11617,Gpr137b,chr13,13357622,13393624
11618,Gpr137b-ps,chr13,12619083,12650297
11619,Gpr137c,chr14,45219718,45281230
11620,Gpr139,chr7,119140746,119184603
11621,Gpr141,chr13,19749681,19824257
11622,Gpr142,chr11,114798923,114806745
11623,Gpr143,chrX,152781920,152808646
11624,Gpr146,chr5,139377696,139396415
11625,Gpr149,chr3,62529076,62605140
11626,Gpr15,chr16,58717434,58718724
11627,Gpr150,chr13,76054850,76056996
11628,Gpr151,chr18,42578019,42579652
11629,Gpr152,chr19,4139798,4145738
11630,Gpr153,chr4,152274231,152285337
11631,Gpr155,chr2,73341505,73386572
11632,Gpr156,chr16,37916495,38007527
11633,Gpr157,chr4,150087364,150105927
11634,Gpr158,chr2,21367541,21830547
11635,Gpr160,chr3,30855949,30897192
11636,Gpr161,chr1,165295788,165326745
11637,Gpr162,chr6,124858443,124863983
11638,Gpr165,chrX,96713440,96719388
11639,Gpr17,chr18,31942996,31949636
11640,Gpr171,chr3,59096447,59101821
11641,Gpr173,chrX,152343597,152368704
11642,Gpr174,chrX,107255877,107296769
11643,Gpr176,chr2,118277109,118373419
11644,Gpr179,chr11,97332108,97352077
11645,Gpr18,chr14,121911434,121915774
11646,Gpr180,chr14,118137126,118164232
11647,Gpr182,chr10,127747275,127751732
11648,Gpr183,chr14,121952330,121965193
11649,Gpr19,chr6,134869092,134898578
11650,Gpr20,chr15,73694603,73707505
11651,Gpr21,chr2,37516331,37520603
11652,Gpr22,chr12,31706866,31713947
11653,Gpr25,chr1,136259796,136260873
11654,Gpr26,chr7,131966459,131994405
11655,Gpr27,chr6,99692678,99695066
11656,Gpr3,chr4,133209339,133212536
11657,Gpr31b,chr17,13051320,13052280
11658,Gpr33,chr12,52023002,52028063
11659,Gpr34,chrX,13632088,13640858
11660,Gpr35,chr1,92950864,92986391
11661,Gpr37,chr6,25665877,25690729
11662,Gpr37l1,chr1,135160233,135167681
11663,Gpr39,chr1,125676994,125873862
11664,Gpr4,chr7,19212537,19224174
11665,Gpr45,chr1,42952871,43035456
11666,Gpr50,chrX,71663666,71669257
11667,Gpr55,chr1,85938317,85961007
11668,Gpr6,chr10,41069988,41072285
11669,Gpr61,chr3,108148320,108154882
11670,Gpr62,chr9,106463961,106465938
11671,Gpr63,chr4,24966406,25009233
11672,Gpr65,chr12,98268634,98276624
11673,Gpr68,chr12,100876681,100908198
11674,Gpr75,chr11,30885357,30893729
11675,Gpr82,chrX,13661362,13667433
11676,Gpr83,chr9,14860209,14870789
11677,Gpr84,chr15,103308235,103310438
11678,Gpr85,chr6,13834457,13839942
11679,Gpr87,chr3,59178922,59195104
11680,Gpr88,chr3,116249653,116253503
11681,Gpr89,chr3,96868280,96905346
11682,Gprasp1,chrX,135742732,135803474
11683,Gprasp2,chrX,135839033,135844730
11684,Gprc5a,chr6,135065650,135084709
11685,Gprc5b,chr7,118972046,118995211
11686,Gprc5c,chr11,114851151,114872617
11687,Gprc5d,chr6,135105990,135118283
11688,Gprc6a,chr10,51614822,51631458
11689,Gprin1,chr13,54736670,54749874
11690,Gprin2,chr14,34194440,34201633
11691,Gprin3,chr6,59347225,59426294
11692,Gps1,chr11,120784271,120789102
11693,Gps2,chr11,69913887,69916591
11694,Gpsm1,chr2,26315514,26348237
11695,Gpsm2,chr3,108678637,108722309
11696,Gpsm3,chr17,34589805,34591754
11697,Gpt,chr15,76696763,76699674
11698,Gpt2,chr8,85492575,85527560
11699,Gpx1,chr9,108338902,108340343
11700,Gpx2,chr12,76792334,76795554
11701,Gpx3,chr11,54902452,54910377
11702,Gpx4,chr10,80047165,80056439
11703,Gpx5,chr13,21286428,21292731
11704,Gpx6,chr13,21312216,21319624
11705,Gpx7,chr4,108400389,108406961
11706,Gpx8,chr13,113042762,113046388
11707,Gramd1a,chr7,31130126,31155896
11708,Gramd1b,chr9,40293232,40531383
11709,Gramd1c,chr16,43980349,44027945
11710,Gramd2,chr9,59680143,59718874
11711,Gramd3,chr18,56432131,56503792
11712,Gramd4,chr15,86057694,86137634
11713,Grap,chr11,61653264,61672784
11714,Grap2,chr15,80623504,80650559
11715,Grasp,chr15,101224206,101232755
11716,Grb10,chr11,11930507,12038683
11717,Grb14,chr2,64912475,65024987
11718,Grb2,chr11,115644044,115708597
11719,Grb7,chr11,98446393,98455373
11720,Grcc10,chr6,124739182,124741374
11721,Greb1,chr12,16670614,16800886
11722,Greb1l,chr18,10325176,10562934
11723,Grem1,chr2,113746163,113758646
11724,Grem2,chr1,174833784,174921819
11725,Grhl1,chr12,24572286,24617391
11726,Grhl2,chr15,37233035,37363569
11727,Grhl3,chr4,135541887,135573630
11728,Grhpr,chr4,44981394,44990734
11729,Gria1,chr11,57011386,57330244
11730,Gria2,chr3,80681449,80802835
11731,Gria3,chrX,41400853,41678601
11732,Gria4,chr9,4417898,4796234
11733,Grid1,chr14,34819824,35583379
11734,Grid2,chr6,63255875,64704323
11735,Grid2ip,chr5,143357337,143392152
11736,Grifin,chr5,140563118,140565071
11737,Grik1,chr16,87895900,88290258
11738,Grik2,chr10,49099459,49788766
11739,Grik3,chr4,125490699,125714173
11740,Grik4,chr9,42518134,42944493
11741,Grik5,chr7,25009848,25072346
11742,Grin1,chr2,25291180,25319187
11743,Grin1os,chr2,25291219,25298925
11744,Grin2a,chr16,9567897,9995560
11745,Grin2b,chr6,135713232,136173511
11746,Grin2d,chr7,45831882,45878378
11747,Grin3a,chr4,49661610,49845744
11748,Grin3b,chr10,79970714,79977190
11749,Grina,chr15,76246806,76249904
11750,Grip1,chr10,119454033,120087261
11751,Grip1os1,chr10,119825203,119852390
11752,Grip1os2,chr10,119746062,119761699
11753,Grip1os3,chr10,119429366,119455379
11754,Grip2,chr6,91761508,91827250
11755,Gripap1,chrX,7789764,7820567
11756,Grk1,chr8,13405080,13421951
11757,Grk4,chr5,34660378,34755305
11758,Grk5,chr19,60889748,61092553
11759,Grk6,chr13,55445333,55460925
11760,Grm1,chr10,10686058,11082356
11761,Grm2,chr9,106643094,106656082
11762,Grm3,chr5,9485540,9725170
11763,Grm4,chr17,27422386,27513341
11764,Grm5,chr7,87584167,88134907
11765,Grm6,chr11,50850684,50866208
11766,Grm7,chr6,110645580,111567230
11767,Grm8,chr6,27275118,28135178
11768,Grn,chr11,102430314,102437048
11769,Grp,chr18,65872819,65886579
11770,Grpel1,chr5,36464997,36474080
11771,Grpel2,chr18,61712439,61726331
11772,Grpr,chrX,163513903,163549677
11773,Grrp1,chr4,134251109,134254106
11774,Grsf1,chr5,88659447,88676171
11775,Grtp1,chr8,13172021,13200620
11776,Grwd1,chr7,45825222,45830944
11777,Grxcr1,chr5,68031834,68166398
11778,Grxcr2,chr18,41986200,41999049
11779,Gsap,chr5,21186254,21315132
11780,Gsc,chr12,104471208,104473330
11781,Gsc2,chr16,17913106,17915059
11782,Gsdma,chr11,98664350,98677708
11783,Gsdma2,chr11,98646758,98657964
11784,Gsdma3,chr11,98626359,98638226
11785,Gsdmc,chr15,63775967,63808759
11786,Gsdmc2,chr15,63824345,63845177
11787,Gsdmc3,chr15,63857723,63878558
11788,Gsdmc4,chr15,63891263,63912297
11789,Gsdmcl-ps,chr15,63914447,63925666
11790,Gsdmcl1,chr15,63847308,63855155
11791,Gsdmcl2,chr15,63880706,63890512
11792,Gsdmd,chr15,75862338,75867404
11793,Gse1,chr8,120228455,120581390
11794,Gsg1,chr6,135237325,135254351
11795,Gsg1l,chr7,125878419,126082411
11796,Gsg2,chr11,73135484,73138294
11797,Gsk3a,chr7,25228257,25237851
11798,Gsk3b,chr16,38089000,38246084
11799,Gskip,chr12,105685351,105703047
11800,Gsn,chr2,35256379,35307892
11801,Gspt1,chr16,11219291,11254270
11802,Gspt2,chrX,94636068,94643244
11803,Gsr,chr8,33652522,33698163
11804,Gss,chr2,155563180,155592810
11805,Gssos1,chr2,155592318,155594955
11806,Gsta1,chr9,78230655,78242684
11807,Gsta2,chr9,78331017,78355788
11808,Gsta3,chr1,21240588,21265661
11809,Gsta4,chr9,78191965,78209348
11810,Gstcd,chr3,132981751,133092033
11811,Gstk1,chr6,42245934,42250447
11812,Gstm1,chr3,108012254,108017973
11813,Gstm2,chr3,107981701,107986453
11814,Gstm3,chr3,107963695,107969283
11815,Gstm4,chr3,108040407,108044894
11816,Gstm5,chr3,107895820,107898686
11817,Gstm6,chr3,107938846,107943749
11818,Gstm7,chr3,107926333,107931817
11819,Gsto1,chr19,47854969,47864790
11820,Gsto2,chr19,47865544,47886324
11821,Gstp1,chr19,4035406,4037921
11822,Gstp2,chr19,4040284,4042236
11823,Gstt1,chr10,75783812,75798584
11824,Gstt2,chr10,75831844,75834881
11825,Gstt3,chr10,75774114,75781414
11826,Gstt4,chr10,75814942,75822543
11827,Gstz1,chr12,87147706,87164721
11828,Gsx1,chr5,147188695,147190947
11829,Gsx2,chr5,75075600,75077893
11830,Gt(ROSA)26Sor,chr6,113067427,113077333
11831,Gtdc1,chr2,44564411,44927657
11832,Gtf2a1,chr12,91555915,91590487
11833,Gtf2a1l,chr17,88668659,88715152
11834,Gtf2a2,chr9,70012549,70022866
11835,Gtf2b,chr3,142765044,142783606
11836,Gtf2e1,chr16,37509789,37539789
11837,Gtf2e2,chr8,33731832,33777173
11838,Gtf2f1,chr17,57003404,57011288
11839,Gtf2f2,chr14,75896936,76010865
11840,Gtf2h1,chr7,46796102,46823800
11841,Gtf2h2,chr13,100460217,100492579
11842,Gtf2h3,chr5,124579139,124597680
11843,Gtf2h4,chr17,35667729,35673739
11844,Gtf2h5,chr17,6079785,6086517
11845,Gtf2i,chr5,134237833,134314760
11846,Gtf2ird1,chr5,134357655,134456716
11847,Gtf2ird2,chr5,134184018,134224355
11848,Gtf3a,chr5,146948656,146955614
11849,Gtf3c1,chr7,125640953,125707780
11850,Gtf3c2,chr5,31156004,31180144
11851,Gtf3c3,chr1,54396003,54438971
11852,Gtf3c4,chr2,28822298,28840360
11853,Gtf3c5,chr2,28566310,28583751
11854,Gtf3c6,chr10,40249202,40257665
11855,Gtpbp1,chr15,79690894,79721478
11856,Gtpbp10,chr5,5537453,5559538
11857,Gtpbp2,chr17,46161031,46169370
11858,Gtpbp3,chr8,71488102,71499583
11859,Gtpbp4,chr13,8972070,8996017
11860,Gtpbp6,chr5,110103974,110108197
11861,Gtpbp8,chr16,44736767,44746363
11862,Gtse1,chr15,85859706,85876572
11863,Gtsf1,chr15,103402404,103430470
11864,Gtsf1l,chr2,163087033,163087855
11865,Guca1a,chr17,47394559,47400584
11866,Guca1b,chr17,47385392,47392967
11867,Guca2a,chr4,119637703,119639471
11868,Guca2b,chr4,119656606,119658954
11869,Gucd1,chr10,75351110,75517972
11870,Gucy1a2,chr9,3532353,3897342
11871,Gucy1a3,chr3,82092426,82145789
11872,Gucy1b2,chr14,62392675,62456289
11873,Gucy1b3,chr3,82032005,82074689
11874,Gucy2c,chr6,136697283,136781765
11875,Gucy2d,chr7,98440415,98477479
11876,Gucy2e,chr11,69218116,69237036
11877,Gucy2f,chrX,142081159,142196931
11878,Gucy2g,chr19,55198296,55241236
11879,Guf1,chr5,69556922,69575973
11880,Guk1,chr11,59183874,59192212
11881,Gulo,chr14,65986786,66009210
11882,Gulp1,chr1,44551510,44796838
11883,Gusb,chr5,129989010,130003049
11884,Gvin1,chr7,106156555,106215326
11885,Gxylt1,chr15,93239741,93275161
11886,Gxylt2,chr6,100704733,100810913
11887,Gyg,chr3,20122083,20155317
11888,Gykl1,chr18,52693678,52695668
11889,Gyltl1b,chr2,92365045,92374869
11890,Gypa,chr8,80493780,80510542
11891,Gypc,chr18,32528321,32560034
11892,Gys1,chr7,45434843,45456619
11893,Gys2,chr6,142422612,142473109
11894,Gzf1,chr2,148681022,148692949
11895,Gzma,chr13,113093824,113100979
11896,Gzmb,chr14,56258855,56262260
11897,Gzmc,chr14,56231400,56234656
11898,Gzmd,chr14,56129555,56132608
11899,Gzme,chr14,56117618,56120625
11900,Gzmf,chr14,56205265,56211407
11901,Gzmg,chr14,56156581,56159579
11902,Gzmk,chr13,113171607,113225908
11903,Gzmm,chr10,79689019,79695261
11904,Gzmn,chr14,56165796,56174596
11905,H13,chr2,152669460,152708670
11906,H19,chr7,142575528,142578143
11907,H1f0,chr15,79028211,79030498
11908,H1fnt,chr15,98255981,98257307
